,dirname,main loss,regular loss,total loss,test ratio,sum(W),N,test hist,hist score,sigmoid,base_lr,optim_kind,sched_kind,init_kind,lamb,sigma,scale_factor,bins,seed,init_scale,max_iters
0,sigmoid-True_base-lr-1.00e-02_optim-kind-ExtraAdam_sched-kind-CosineAnnealing_init-kind-custom_lamb-2.03e-03_sigma-0.10_scale-factor-100_bins-89e6b15907a9354ec4caf6e18ce378db_seed-233_init-scale-5_max-iters-20000,0.04915568714555515,157.67318725585938,0.3693769622367264,0.19849920414970765,865.655,4361,"[295, 289, 289]",-0.003054604304114491,True,0.01,ExtraAdam,CosineAnnealing,custom,0.00203091762,0.1,100,"[0, '1 / 3', '2 / 3', 1.0]",233,5,20000
